Show Date,Show Location,Corp Name,General Effect - TOT,General Effect - TOT_rank,Visual - TOT,Visual - TOT_rank,Music - TOT,Music - TOT_rank,Sub Total,Sub Total_rank,Total,Total_rank
"July 25, 2015","Atlanta, GA",Phantom Regiment,33.900,7,25.250,7,25.025,7,84.175,7,84.175,7
"July 25, 2015","Atlanta, GA",Madison Scouts,33.700,8,25.000,8,24.775,8,83.475,8,83.475,8
"July 25, 2015","Atlanta, GA",Boston Crusaders,32.700,9,24.750,9,24.325,9,81.775,9,81.775,9
"July 25, 2015","Atlanta, GA",Blue Stars,32.250,11,24.750,9,24.100,10,81.100,10,81.100,10
"July 25, 2015","Atlanta, GA",Crossmen,32.650,10,24.450,11,23.675,11,80.775,11,80.775,11
"July 25, 2015","Atlanta, GA",Colts,31.850,12,24.000,12,23.150,14,79.000,12,79.000,12
"July 25, 2015","Atlanta, GA",Troopers,31.650,13,23.550,13,23.400,12,78.600,13,78.600,13
"July 25, 2015","Atlanta, GA",The Academy,31.300,14,23.200,14,23.250,13,77.750,14,77.750,14
"July 25, 2015","Atlanta, GA",Spirit of Atlanta,30.400,15,22.250,15,22.725,15,75.375,15,75.375,15
"July 25, 2015","Atlanta, GA",Oregon Crusaders,29.250,18,21.900,17,22.700,16,73.850,16,73.850,16
"July 25, 2015","Atlanta, GA",Mandarins,29.550,17,21.750,18,22.475,17,73.775,17,73.775,17
"July 25, 2015","Atlanta, GA",Pacific Crest,29.900,16,21.950,16,21.750,18,73.600,18,73.600,18
"July 25, 2015","Atlanta, GA",Seattle Cascades,28.350,19,19.700,19,20.950,19,69.000,19,69.000,19
"July 25, 2015","Atlanta, GA",Jersey Surf,28.250,20,19.450,20,20.575,20,68.275,20,68.275,20
"July 25, 2015","Atlanta, GA",Pioneer,25.700,21,19.350,21,19.450,21,64.500,21,64.500,21
"July 24, 2015","Opelika, AL",Madison Scouts,33.000,1,24.500,2,24.800,2,82.300,1,82.300,1
"July 24, 2015","Opelika, AL",Blue Stars,31.900,2,24.350,3,24.900,1,81.150,2,81.150,2
"July 24, 2015","Opelika, AL",Boston Crusaders,31.600,3,24.700,1,24.450,3,80.750,3,80.750,3
"July 24, 2015","Opelika, AL",Colts,31.100,4,23.350,4,23.550,4,78.000,4,78.000,4
"July 24, 2015","Opelika, AL",Spirit of Atlanta,30.300,5,22.550,5,22.300,6,75.150,5,75.150,5
"July 24, 2015","Opelika, AL",Mandarins,29.800,6,22.050,6,23.000,5,74.850,6,74.850,6
"July 24, 2015","Murfreesboro, TN",Blue Devils,36.100,1,27.000,1,26.500,3,89.600,1,89.600,1
"July 24, 2015","Murfreesboro, TN",Carolina Crown,35.900,2,26.550,2,26.700,1,89.150,2,89.150,2
"July 24, 2015","Murfreesboro, TN",The Cadets,35.800,3,26.400,3,26.550,2,88.750,3,88.750,3
"July 24, 2015","Murfreesboro, TN",Bluecoats,35.700,4,26.300,4,26.150,5,88.150,4,88.150,4
"July 24, 2015","Murfreesboro, TN",Santa Clara Vanguard,34.900,5,25.950,5,26.250,4,87.100,5,87.100,5
"July 24, 2015","Murfreesboro, TN",Blue Knights,34.400,6,25.100,6,25.250,6,84.750,6,84.750,6
"July 24, 2015","Murfreesboro, TN",The Cavaliers,33.900,7,24.800,7,25.250,6,83.950,7,83.950,7
"July 24, 2015","Murfreesboro, TN",Phantom Regiment,33.500,8,24.550,8,25.100,8,83.150,8,83.150,8
"July 23, 2015","Huntsville, AL",The Cadets,36.000,1,26.650,1,27.100,1,89.750,1,89.750,1
"July 23, 2015","Huntsville, AL",Crossmen,32.700,2,24.650,2,24.700,2,82.050,2,82.050,2
"July 23, 2015","Huntsville, AL",Troopers,32.200,3,23.850,4,24.000,3,80.050,3,80.050,3
"July 23, 2015","Huntsville, AL",The Academy,31.100,4,24.050,3,23.500,4,78.650,4,78.650,4
"July 23, 2015","Huntsville, AL",Oregon Crusaders,29.900,5,22.150,6,22.750,5,74.800,5,74.800,5
"July 23, 2015","Huntsville, AL",Pacific Crest,29.900,5,22.300,5,22.350,6,74.550,6,74.550,6
"July 23, 2015","Huntsville, AL",Jersey Surf,27.000,7,19.850,8,20.350,7,67.200,7,67.200,7
"July 23, 2015","Huntsville, AL",Seattle Cascades,26.700,8,20.050,7,20.000,8,66.750,8,66.750,8
"July 23, 2015","Huntsville, AL",Pioneer,25.500,9,18.900,9,18.850,9,63.250,9,63.250,9
"July 22, 2015","Little Rock, AR",Santa Clara Vanguard,35.600,1,26.200,1,26.450,1,88.250,1,88.250,1
"July 22, 2015","Little Rock, AR",Blue Knights,34.100,2,24.800,2,25.350,2,84.250,2,84.250,2
"July 22, 2015","Little Rock, AR",Blue Stars,31.600,3,24.000,4,24.750,3,80.350,3,80.350,3
"July 22, 2015","Little Rock, AR",Crossmen,31.400,4,24.200,3,24.200,4,79.800,4,79.800,4
"July 22, 2015","Little Rock, AR",Colts,30.400,5,23.450,5,23.550,5,77.400,5,77.400,5
"July 22, 2015","Little Rock, AR",Oregon Crusaders,29.400,6,21.150,8,22.150,6,72.700,6,72.700,6
"July 22, 2015","Little Rock, AR",Mandarins,29.200,7,21.250,7,21.800,7,72.250,7,72.250,7
"July 22, 2015","Little Rock, AR",Pacific Crest,27.900,8,22.050,6,21.600,8,71.550,8,71.550,8
"July 22, 2015","Little Rock, AR",Jersey Surf,26.500,9,20.300,9,20.000,9,66.800,9,66.800,9
"July 22, 2015","Hattiesburg, MS",Blue Devils,35.400,1,26.850,1,26.550,1,88.800,1,88.800,1
"July 22, 2015","Hattiesburg, MS",Bluecoats,35.300,2,26.250,2,26.300,2,87.850,2,87.850,2
"July 22, 2015","Hattiesburg, MS",The Cavaliers,33.200,3,25.250,3,25.300,3,83.750,3,83.750,3
"July 22, 2015","Hattiesburg, MS",Madison Scouts,32.800,4,24.350,4,24.500,4,81.650,4,81.650,4
"July 22, 2015","Hattiesburg, MS",Troopers,31.800,5,23.200,5,23.000,5,78.000,5,78.000,5
"July 22, 2015","Hattiesburg, MS",The Academy,30.900,6,22.650,6,22.600,6,76.150,6,76.150,6
"July 22, 2015","Hattiesburg, MS",Spirit of Atlanta,29.700,7,22.200,7,21.250,7,73.150,7,73.150,7
"July 22, 2015","Hattiesburg, MS",Pioneer,25.300,8,19.250,8,18.750,8,63.300,8,63.300,8
"July 21, 2015","Broken Arrow, OK",The Cadets,35.600,1,26.600,1,26.500,1,88.700,1,88.700,1
"July 21, 2015","Broken Arrow, OK",Blue Knights,33.700,2,24.650,2,24.950,2,83.300,2,83.300,2
"July 21, 2015","Broken Arrow, OK",Crossmen,31.500,3,24.050,3,23.650,4,79.200,3,79.200,3
"July 21, 2015","Broken Arrow, OK",Blue Stars,31.000,4,23.750,4,24.350,3,79.100,4,79.100,4
"July 21, 2015","Broken Arrow, OK",Colts,30.100,5,23.350,5,23.000,5,76.450,5,76.450,5
"July 21, 2015","Broken Arrow, OK",Oregon Crusaders,28.000,7,21.600,6,21.900,6,71.500,6,71.500,6
"July 21, 2015","Broken Arrow, OK",Mandarins,28.500,6,21.300,8,21.650,7,71.450,7,71.450,7
"July 21, 2015","Broken Arrow, OK",Pacific Crest,27.500,8,21.400,7,21.100,8,70.000,8,70.000,8
"July 21, 2015","Broken Arrow, OK",Jersey Surf,25.900,9,20.000,9,19.650,9,65.550,9,65.550,9
"July 21, 2015","Ocean Springs, MS",Carolina Crown,35.400,1,26.550,1,26.300,1,88.250,1,88.250,1
"July 21, 2015","Ocean Springs, MS",Bluecoats,34.900,2,26.350,2,26.200,2,87.450,2,87.450,2
"July 21, 2015","Ocean Springs, MS",The Cavaliers,32.500,3,24.850,3,24.900,3,82.250,3,82.250,3
"July 21, 2015","Ocean Springs, MS",Boston Crusaders,31.300,4,23.700,4,23.600,4,78.600,4,78.600,4
"July 21, 2015","Ocean Springs, MS",The Academy,30.600,5,22.700,5,22.600,5,75.900,5,75.900,5
"July 21, 2015","Ocean Springs, MS",Seattle Cascades,26.200,6,19.900,6,19.150,6,65.250,6,65.250,6
"July 21, 2015","Ocean Springs, MS",Pioneer,24.700,7,19.150,7,18.400,7,62.250,7,62.250,7
"July 20, 2015","Dallas, TX",Blue Devils,35.400,1,26.650,1,25.850,1,87.900,1,87.900,1
"July 20, 2015","Dallas, TX",Santa Clara Vanguard,34.300,2,25.900,2,25.700,2,85.900,2,85.900,2
"July 20, 2015","Dallas, TX",Blue Knights,33.500,3,24.350,3,24.850,3,82.700,3,82.700,3
"July 20, 2015","Dallas, TX",Blue Stars,31.800,4,23.200,5,23.950,4,78.950,4,78.950,4
"July 20, 2015","Dallas, TX",Crossmen,31.400,5,23.600,4,23.150,5,78.150,5,78.150,5
"July 20, 2015","Dallas, TX",Troopers,30.900,6,22.200,7,22.900,6,76.000,6,76.000,6
"July 20, 2015","Dallas, TX",Colts,29.900,7,23.000,6,22.550,7,75.450,7,75.450,7
"July 20, 2015","Dallas, TX",Mandarins,28.400,8,20.900,8,21.650,8,70.950,8,70.950,8
"July 20, 2015","Lafayette, LA",Carolina Crown,34.900,1,26.000,1,26.050,1,86.950,1,86.950,1
"July 20, 2015","Lafayette, LA",Bluecoats,34.700,2,25.900,2,25.900,2,86.500,2,86.500,2
"July 20, 2015","Lafayette, LA",Phantom Regiment,33.100,3,24.700,3,23.900,4,81.700,3,81.700,3
"July 20, 2015","Lafayette, LA",Madison Scouts,32.300,4,23.500,5,24.050,3,79.850,4,79.850,4
"July 20, 2015","Lafayette, LA",Boston Crusaders,31.600,5,23.800,4,22.650,5,78.050,5,78.050,5
"July 20, 2015","Lafayette, LA",Spirit of Atlanta,29.700,6,21.600,6,20.900,6,72.200,6,72.200,6
"July 20, 2015","Lafayette, LA",Seattle Cascades,26.400,7,19.900,7,19.050,7,65.350,7,65.350,7
"July 20, 2015","Lafayette, LA",Pioneer,25.300,8,19.050,8,17.300,8,61.650,8,61.650,8
"July 18, 2015","San Antonio, TX",The Cadets,35.500,1,25.900,2,26.225,1,87.625,1,87.625,1
"July 18, 2015","San Antonio, TX",Blue Devils,35.100,2,26.450,1,25.750,3,87.300,2,87.300,2
"July 18, 2015","San Antonio, TX",Carolina Crown,34.600,4,25.800,3,25.800,2,86.200,3,86.200,3
"July 18, 2015","San Antonio, TX",Bluecoats,34.650,3,25.550,4,25.425,4,85.625,4,85.625,4
"July 18, 2015","San Antonio, TX",Santa Clara Vanguard,34.100,5,25.400,5,25.325,5,84.825,5,84.825,5
"July 18, 2015","San Antonio, TX",Blue Knights,33.400,6,23.950,8,24.550,6,81.900,6,81.900,6
"July 18, 2015","San Antonio, TX",The Cavaliers,33.050,7,24.300,6,24.475,7,81.825,7,81.825,7
"July 18, 2015","San Antonio, TX",Phantom Regiment,33.050,7,24.150,7,23.775,8,80.975,8,80.975,8
"July 18, 2015","San Antonio, TX",Madison Scouts,32.400,9,23.300,11,23.500,10,79.200,9,79.200,9
"July 18, 2015","San Antonio, TX",Boston Crusaders,31.350,10,23.500,10,22.875,11,77.725,10,77.725,10
"July 18, 2015","San Antonio, TX",Crossmen,31.150,12,23.550,9,22.725,13,77.425,11,77.425,11
"July 18, 2015","San Antonio, TX",Blue Stars,30.900,13,22.700,13,23.550,9,77.150,12,77.150,12
"July 18, 2015","San Antonio, TX",Troopers,31.250,11,22.200,15,22.825,12,76.275,13,76.275,13
"July 18, 2015","San Antonio, TX",Colts,30.100,14,22.750,12,22.375,14,75.225,14,75.225,14
"July 18, 2015","San Antonio, TX",The Academy,29.700,15,22.600,14,21.775,15,74.075,15,74.075,15
"July 18, 2015","San Antonio, TX",Spirit of Atlanta,29.200,16,21.250,16,21.350,17,71.800,16,71.800,16
"July 18, 2015","San Antonio, TX",Oregon Crusaders,27.400,18,20.700,17,21.375,16,69.475,17,69.475,17
"July 18, 2015","San Antonio, TX",Mandarins,28.450,17,20.200,19,20.825,18,69.475,17,69.475,17
"July 18, 2015","San Antonio, TX",Pacific Crest,26.500,19,20.700,17,20.250,19,67.450,19,67.450,19
"July 18, 2015","San Antonio, TX",Seattle Cascades,26.300,20,19.300,20,18.600,21,64.200,20,64.200,20
"July 18, 2015","San Antonio, TX",Jersey Surf,25.400,21,19.100,21,19.050,20,63.550,21,63.550,21
"July 18, 2015","San Antonio, TX",Pioneer,24.050,22,18.300,22,17.425,22,59.775,22,57.775,22
"July 17, 2015","Houston, TX",The Cadets,35.300,1,25.900,2,26.100,1,87.300,1,87.300,1
"July 17, 2015","Houston, TX",Blue Devils,35.100,2,26.100,1,25.700,2,86.900,2,86.900,2
"July 17, 2015","Houston, TX",Bluecoats,34.400,3,25.450,5,25.400,3,85.250,3,85.250,3
"July 17, 2015","Houston, TX",Carolina Crown,33.700,4,25.600,4,25.250,4,84.550,4,84.550,4
"July 17, 2015","Houston, TX",Santa Clara Vanguard,33.600,5,25.650,3,25.100,5,84.350,5,84.350,5
"July 17, 2015","Houston, TX",The Cavaliers,32.900,6,23.800,7,24.550,6,81.250,6,81.250,6
"July 17, 2015","Houston, TX",Phantom Regiment,32.200,7,24.000,6,24.150,7,80.350,7,80.350,7
"July 17, 2015","Houston, TX",Crossmen,31.600,8,23.450,8,22.550,8,77.600,8,77.600,8
"July 16, 2015","Belton, TX",Blue Knights,33.900,1,24.350,1,25.150,1,83.400,1,83.400,1
"July 16, 2015","Belton, TX",Phantom Regiment,32.300,3,23.500,2,24.750,2,80.550,2,80.550,2
"July 16, 2015","Belton, TX",Madison Scouts,32.700,2,22.600,6,24.050,3,79.350,3,79.350,3
"July 16, 2015","Belton, TX",Crossmen,31.900,4,23.150,4,23.550,4,78.600,4,78.600,4
"July 16, 2015","Belton, TX",Boston Crusaders,31.800,5,23.200,3,23.150,6,78.150,5,78.150,5
"July 16, 2015","Belton, TX",Blue Stars,30.800,8,22.800,5,23.400,5,77.000,6,77.000,6
"July 16, 2015","Belton, TX",The Academy,31.800,5,22.000,7,22.600,8,76.400,7,76.400,7
"July 16, 2015","Belton, TX",Troopers,31.200,7,21.800,8,23.150,6,76.150,8,76.150,8
"July 16, 2015","Belton, TX",Pacific Crest,29.400,9,20.950,9,21.150,10,71.500,9,71.500,9
"July 16, 2015","Belton, TX",Mandarins,29.000,10,20.050,10,21.250,9,70.300,10,70.300,10
"July 16, 2015","Belton, TX",Pioneer,23.600,11,18.600,11,18.100,11,60.300,11,60.300,11
"July 16, 2015","Denton, TX",The Cadets,34.700,1,25.350,2,25.850,1,85.900,1,85.900,1
"July 16, 2015","Denton, TX",Bluecoats,34.300,2,25.300,3,25.550,2,85.150,2,85.150,2
"July 16, 2015","Denton, TX",Carolina Crown,33.900,3,25.550,1,25.200,3,84.650,3,84.650,3
"July 16, 2015","Denton, TX",Santa Clara Vanguard,33.600,4,25.250,4,25.200,3,84.050,4,84.050,4
"July 16, 2015","Denton, TX",The Cavaliers,32.200,5,23.900,5,24.150,5,80.250,5,80.250,5
"July 16, 2015","Denton, TX",Colts,29.600,6,22.400,6,22.150,6,74.150,6,74.150,6
"July 16, 2015","Denton, TX",Spirit of Atlanta,28.800,7,22.100,7,21.600,8,72.500,7,72.500,7
"July 16, 2015","Denton, TX",Oregon Crusaders,27.700,8,20.450,8,21.700,7,69.850,8,69.850,8
"July 16, 2015","Denton, TX",Seattle Cascades,26.700,9,19.350,9,18.100,9,64.150,9,64.150,9
"July 16, 2015","Denton, TX",Jersey Surf,25.500,10,19.100,10,18.000,10,62.600,10,62.600,10
"July 15, 2015","Mustang, OK",The Cadets,34.700,1,25.850,1,25.900,1,86.450,1,86.450,1
"July 15, 2015","Mustang, OK",Blue Knights,33.500,2,24.700,2,25.000,2,83.200,2,83.200,2
"July 15, 2015","Mustang, OK",Madison Scouts,31.500,3,23.100,3,24.050,3,78.650,3,78.650,3
"July 15, 2015","Mustang, OK",Troopers,31.100,4,22.150,4,23.200,4,76.450,4,76.450,4
"July 15, 2015","Mustang, OK",Colts,29.300,6,21.650,5,21.600,5,72.550,5,72.550,5
"July 15, 2015","Mustang, OK",Pacific Crest,29.900,5,21.150,6,20.950,7,72.000,6,72.000,6
"July 15, 2015","Mustang, OK",Mandarins,29.100,7,21.000,7,21.350,6,71.450,7,71.450,7
"July 15, 2015","Mustang, OK",Seattle Cascades,25.800,8,19.250,8,20.150,8,65.200,8,65.200,8
"July 15, 2015","Mustang, OK",Pioneer,23.300,9,17.750,9,18.500,9,59.550,9,59.550,9
"July 14, 2015","Great Bend, KS",Blue Knights,33.000,1,24.650,1,24.350,1,82.000,1,82.000,1
"July 14, 2015","Great Bend, KS",Blue Stars,30.700,3,23.100,3,22.850,2,76.650,2,76.650,2
"July 14, 2015","Great Bend, KS",Crossmen,30.500,5,23.550,2,22.350,4,76.400,3,76.400,3
"July 14, 2015","Great Bend, KS",Troopers,30.800,2,22.950,4,22.400,3,76.150,4,76.150,4
"July 14, 2015","Great Bend, KS",The Academy,30.600,4,22.250,5,22.050,5,74.900,5,74.900,5
"July 14, 2015","Great Bend, KS",Oregon Crusaders,27.800,6,20.550,6,21.400,6,69.750,6,69.750,6
"July 14, 2015","Bentonville, AR",Blue Devils,34.200,1,25.950,1,25.350,1,85.500,1,85.500,1
"July 14, 2015","Bentonville, AR",Carolina Crown,33.500,2,25.550,2,25.200,2,84.250,2,84.250,2
"July 14, 2015","Bentonville, AR",Boston Crusaders,30.200,3,23.350,3,22.850,3,76.400,3,76.400,3
"July 14, 2015","Bentonville, AR",Colts,29.600,4,21.650,4,21.450,5,72.700,4,72.700,4
"July 14, 2015","Bentonville, AR",Spirit of Atlanta,28.700,5,21.400,5,21.800,4,71.900,5,71.900,5
"July 14, 2015","Bentonville, AR",Jersey Surf,26.300,6,18.200,6,19.050,6,63.550,6,63.550,6
"July 14, 2015","Bentonville, AR",Pioneer,23.900,7,17.200,7,17.600,7,58.700,7,58.700,7
"July 13, 2015","Freemont, NE",Blue Knights,32.700,1,24.300,1,23.900,1,80.900,1,80.900,1
"July 13, 2015","Freemont, NE",Troopers,30.500,2,22.450,2,22.600,2,75.550,2,75.550,2
"July 13, 2015","Freemont, NE",The Academy,30.200,3,22.100,3,21.950,3,74.250,3,74.250,3
"July 13, 2015","Freemont, NE",Spirit of Atlanta,28.500,5,20.900,4,21.300,4,70.700,4,70.700,4
"July 13, 2015","Freemont, NE",Pacific Crest,28.900,4,20.500,6,21.000,5,70.400,5,70.400,5
"July 13, 2015","Freemont, NE",Mandarins,28.200,6,20.650,5,20.400,6,69.250,6,69.250,6
"July 13, 2015","Freemont, NE",Seattle Cascades,25.300,7,19.350,7,18.950,7,63.600,7,63.600,7
"July 13, 2015","Warrensburg, MO",The Cadets,34.000,1,25.500,2,25.450,1,84.950,1,84.950,1
"July 13, 2015","Warrensburg, MO",Blue Devils,33.800,2,25.650,1,25.200,2,84.650,2,84.650,2
"July 13, 2015","Warrensburg, MO",Bluecoats,33.200,3,25.250,3,25.000,3,83.450,3,83.450,3
"July 13, 2015","Warrensburg, MO",Santa Clara Vanguard,32.800,5,25.150,4,24.800,5,82.750,4,82.750,4
"July 13, 2015","Warrensburg, MO",Carolina Crown,32.900,4,25.000,5,24.850,4,82.750,4,82.750,4
"July 13, 2015","Warrensburg, MO",The Cavaliers,31.300,6,23.950,6,23.900,6,79.150,6,79.150,6
"July 13, 2015","Warrensburg, MO",Phantom Regiment,30.500,7,23.700,7,23.500,7,77.700,7,77.700,7
"July 12, 2015","Muscatine, IA",Blue Stars,29.700,1,22.850,1,23.200,2,75.750,1,75.750,1
"July 12, 2015","Muscatine, IA",Madison Scouts,29.100,2,22.600,2,23.350,1,75.050,2,75.050,2
"July 12, 2015","Muscatine, IA",Crossmen,29.100,2,22.300,3,21.900,3,73.300,3,73.300,3
"July 12, 2015","Muscatine, IA",Jersey Surf,25.300,4,18.950,4,19.400,4,63.650,4,63.650,4
"July 12, 2015","Muscatine, IA",Pioneer,22.600,5,16.500,5,17.750,5,56.850,5,56.850,5
"July 12, 2015","DeKalb, IL",Blue Devils,33.400,1,25.400,1,25.000,1,83.800,1,83.800,1
"July 12, 2015","DeKalb, IL",The Cadets,33.300,2,25.400,1,24.950,2,83.650,2,83.650,2
"July 12, 2015","DeKalb, IL",Carolina Crown,32.400,4,25.350,3,24.500,3,82.250,3,82.250,3
"July 12, 2015","DeKalb, IL",Santa Clara Vanguard,32.800,3,24.800,4,24.450,4,82.050,4,82.050,4
"July 12, 2015","DeKalb, IL",Phantom Regiment,30.800,5,23.500,5,23.450,5,77.750,5,77.750,5
"July 12, 2015","DeKalb, IL",The Cavaliers,30.700,6,23.300,6,23.300,6,77.300,6,77.300,6
"July 12, 2015","DeKalb, IL",Boston Crusaders,29.400,7,22.300,7,22.300,7,74.000,7,74.000,7
"July 11, 2015","Denver, CO",Bluecoats,33.700,1,24.950,1,24.850,1,83.500,1,83.500,1
"July 11, 2015","Denver, CO",Blue Knights,32.100,2,23.700,2,24.050,2,79.850,2,79.850,2
"July 11, 2015","Denver, CO",Troopers,30.400,3,22.650,3,22.500,3,75.550,3,75.550,3
"July 11, 2015","Denver, CO",Colts,29.400,5,22.250,4,21.800,5,73.450,4,73.450,4
"July 11, 2015","Denver, CO",The Academy,29.800,4,21.650,5,22.000,4,73.450,4,73.450,4
"July 11, 2015","Denver, CO",Spirit of Atlanta,28.100,7,21.350,6,21.650,6,71.100,6,71.100,6
"July 11, 2015","Denver, CO",Mandarins,28.600,6,20.400,8,20.100,9,69.100,7,69.100,7
"July 11, 2015","Denver, CO",Oregon Crusaders,27.800,9,20.250,9,21.000,7,69.050,8,69.050,8
"July 11, 2015","Denver, CO",Pacific Crest,28.000,8,20.450,7,20.600,8,69.050,8,69.050,8
"July 11, 2015","Denver, CO",Seattle Cascades,25.600,10,19.350,10,19.200,10,64.150,10,64.150,10
"July 9, 2015","La Crosse, WI",Santa Clara Vanguard,33.500,1,24.300,1,24.500,1,82.300,1,82.300,1
"July 9, 2015","La Crosse, WI",The Cavaliers,31.600,2,23.050,2,23.350,2,78.000,2,78.000,2
"July 9, 2015","La Crosse, WI",Madison Scouts,30.100,3,21.600,3,23.000,3,74.700,3,74.700,3
"July 9, 2015","La Crosse, WI",Blue Stars,29.700,4,21.400,4,22.900,4,74.000,4,74.000,4
"July 9, 2015","La Crosse, WI",Jersey Surf,25.300,5,17.600,5,18.950,5,61.850,5,61.850,5
"July 8, 2015","Ft. Wayne, IN",Blue Devils,33.700,1,25.250,1,24.750,1,83.700,1,83.700,1
"July 8, 2015","Ft. Wayne, IN",Carolina Crown,33.500,2,25.050,2,24.350,2,82.900,2,82.900,2
"July 8, 2015","Ft. Wayne, IN",Crossmen,29.200,3,22.700,3,21.250,3,73.150,3,73.150,3
"July 8, 2015","Ft. Wayne, IN",Jersey Surf,24.800,4,18.800,4,18.550,4,62.150,4,62.150,4
"July 7, 2015","Dubuque, IA",Bluecoats,32.000,1,24.200,1,24.150,1,80.350,1,80.350,1
"July 7, 2015","Dubuque, IA",Phantom Regiment,30.100,2,22.900,2,22.800,2,75.800,2,75.800,2
"July 7, 2015","Dubuque, IA",Troopers,27.700,3,21.050,4,21.400,3,70.150,3,70.150,3
"July 7, 2015","Dubuque, IA",Colts,27.100,5,21.350,3,21.000,4,69.450,4,69.450,4
"July 7, 2015","Dubuque, IA",Spirit of Atlanta,27.600,4,20.300,5,20.350,5,68.250,5,68.250,5
"July 5, 2015","Clifton, NJ",Blue Devils,32.800,2,24.950,1,24.850,1,82.600,1,82.600,1
"July 5, 2015","Clifton, NJ",The Cadets,33.100,1,24.600,3,24.850,1,82.550,2,82.550,2
"July 5, 2015","Clifton, NJ",Carolina Crown,32.500,3,24.900,2,24.300,3,81.700,3,81.700,3
"July 5, 2015","Clifton, NJ",Boston Crusaders,30.200,4,22.450,4,22.700,4,75.350,4,75.350,4
"July 5, 2015","Clifton, NJ",Jersey Surf,23.900,5,18.950,5,19.050,5,61.900,5,61.900,5
"July 5, 2015","Whitewater, WI",Bluecoats,31.900,1,23.550,1,24.000,2,79.450,1,79.450,1
"July 5, 2015","Whitewater, WI",Santa Clara Vanguard,31.600,2,23.300,2,24.100,1,79.000,2,79.000,2
"July 5, 2015","Whitewater, WI",The Cavaliers,30.200,3,22.350,3,22.950,3,75.500,3,75.500,3
"July 5, 2015","Whitewater, WI",Phantom Regiment,29.400,4,21.900,4,22.400,4,73.700,4,73.700,4
"July 5, 2015","Whitewater, WI",Madison Scouts,29.000,5,21.050,5,21.650,6,71.700,5,71.700,5
"July 5, 2015","Whitewater, WI",Blue Stars,28.200,6,20.850,6,21.950,5,71.000,6,71.000,6
"July 5, 2015","Whitewater, WI",Colts,27.200,7,20.300,7,20.650,7,68.150,7,68.150,7
"July 5, 2015","Whitewater, WI",Pioneer,22.600,8,17.200,8,17.500,8,57.300,8,57.300,8
"July 2, 2015","Foxboro, MA",Blue Devils,32.100,1,24.550,1,24.400,2,81.050,1,81.050,1
"July 2, 2015","Foxboro, MA",The Cadets,31.900,2,23.850,3,24.550,1,80.300,2,80.300,2
"July 2, 2015","Foxboro, MA",Carolina Crown,31.800,3,24.050,2,24.000,3,79.850,3,79.850,3
"July 2, 2015","Foxboro, MA",Boston Crusaders,29.000,5,21.850,4,21.050,4,71.900,4,71.900,4
"July 2, 2015","Foxboro, MA",Crossmen,29.100,4,21.800,5,20.650,5,71.550,5,71.550,5
"July 2, 2015","Foxboro, MA",Troopers,28.200,6,20.050,6,20.350,6,68.600,6,68.600,6
"July 2, 2015","Foxboro, MA",Jersey Surf,24.200,7,18.100,7,17.800,7,60.100,7,60.100,7
"June 28, 2015","Riverside, CA",Blue Devils,31.700,1,24.100,1,24.050,1,79.850,1,79.850,1
"June 28, 2015","Riverside, CA",Santa Clara Vanguard,31.200,2,23.700,2,23.750,2,78.650,2,78.650,2
"June 28, 2015","Riverside, CA",Phantom Regiment,29.000,3,21.950,3,21.950,4,72.900,3,72.900,3
"June 28, 2015","Riverside, CA",Blue Knights,29.000,3,21.400,4,22.000,3,72.400,4,72.400,4
"June 28, 2015","Riverside, CA",The Academy,25.900,5,20.150,5,19.900,5,65.950,5,65.950,5
"June 28, 2015","Riverside, CA",Pacific Crest,25.600,6,19.700,6,19.600,6,64.900,6,64.900,6
"June 28, 2015","Riverside, CA",Mandarins,25.100,7,18.950,7,19.000,7,63.050,7,63.050,7
"June 27, 2015","Pasadena, CA",Blue Devils,31.800,1,23.750,1,23.850,1,79.400,1,79.400,1
"June 27, 2015","Pasadena, CA",Santa Clara Vanguard,31.000,2,23.300,2,23.200,2,77.500,2,77.500,2
"June 27, 2015","Pasadena, CA",Phantom Regiment,29.200,3,22.050,3,21.900,4,73.150,3,73.150,3
"June 27, 2015","Pasadena, CA",Blue Knights,29.000,4,21.750,4,22.050,3,72.800,4,72.800,4
"June 27, 2015","Pasadena, CA",The Academy,27.000,5,20.200,5,19.900,5,67.100,5,67.100,5
"June 27, 2015","Pasadena, CA",Pacific Crest,26.600,6,19.600,6,19.350,6,65.550,6,65.550,6
"June 27, 2015","Pasadena, CA",Mandarins,24.800,7,18.950,7,18.750,7,62.500,7,62.500,7
"June 26, 2015","Oceanside, CA",Santa Clara Vanguard,30.000,1,22.750,1,23.200,1,75.950,1,75.950,1
"June 26, 2015","Oceanside, CA",Phantom Regiment,28.600,3,21.800,2,21.700,3,72.100,2,72.100,2
"June 26, 2015","Oceanside, CA",Blue Knights,28.700,2,21.150,3,22.050,2,71.900,3,71.900,3
"June 26, 2015","Oceanside, CA",The Academy,25.400,4,19.800,4,20.250,4,65.450,4,65.450,4
"June 26, 2015","Oceanside, CA",Pacific Crest,24.600,5,19.300,5,19.300,5,63.200,5,63.200,5
"June 26, 2015","Oceanside, CA",Mandarins,24.500,6,17.800,6,18.950,6,61.250,6,61.250,6
"June 21, 2015","Sacramento, CA",Blue Devils,30.200,1,22.450,1,22.500,1,75.150,1,75.150,1
